,Location,Nationality,Job_Category,Employment_Type,Gender,Years_Of_Experience,Minimum_Education,Job_Title
2244,Kabul City,National,Business,Full Time,Any,5.0,MA,Position Title: Project Manager
2245,West Zone,National,Others,Full Time,Male,0.0,BA,Position Title: Electrician
2246,North-Zone,National,Business,Full Time,Any,7.0,BA,Position Title: Head of Office
2247,West Zone,National,Business,Full Time,Male,1.0,BA,Position Title: Oil Calculation Employee
2248,South Zone,National,Business,Full Time,Male,0.0,BA,Position Title: Resources Protector
2249,West Zone,National,Business,Full Time,Any,1.0,,Position Title: Resources Management
2250,Kabul City,National,Business,Full Time,Male,1.0,BA,Position Title: Distribution General Management
2251,Central Highlands,National,Others,Full Time,Male,1.0,BA,Position Title: Mechanic
2252,Kabul City,National,Business,Full Time,Male,5.0,BA,Position Title: Grant Coordinator/ proposal writer
2253,Kabul City,National,IT,Full Time,Any,2.0,BA,Position Title: Odoo Developer
2254,Central Highlands,National,Business,Full Time,Any,3.0,BA,Position Title: MEAL Team Leader-Bamyan
2255,East Zone,National,Others,Full Time,Any,5.0,BA,Position Title: Animal Husbandry officer
2256,East Zone,National,Agriculture,Full Time,Any,5.0,BA,Position Title: Agronomist
2257,North-East Zone,National,Business,Full Time,Any,2.0,BA,Position Title: Field Data Enumerator
2258,North-Zone,Any,Education,Part Time,Male,2.0,BA,"Position Title: Cambrid Cambridge Subjects, School Teachers(Computer, Chemistry, Mathematics, Biology, Physics)"
2259,East Zone,National,Others,Full Time,Any,5.0,MA,Position Title: Regional Coordinator - Eastern Region
2260,North-Zone,National,Others,Full Time,Any,2.0,BA,Position Title: Camp Management Assistant - Community Center & Outreach
2261,North-Zone,National,Health,Full Time,Any,2.0,MD,Position Title: Back up Medical Doctor
2262,Kabul City,Any,Health,Full Time,Any,0.0,,Position Title: A NUTRITION SURVEILLANCE HEAD OF DEPARTMENT
2263,North-Zone,National,Others,Full Time,Any,2.0,BA,Position Title: Camp Management Assistant - Cash Grants 1 Male 1 Female
2264,North-Zone,National,Health,Full Time,Any,2.0,MD,Position Title: Back up Medical Doctor
2265,South Zone,National,Agriculture,Full Time,Any,5.0,BA,Position Title: Agronomist
2266,Kabul City,National,Others,Full Time,Any,2.0,BA,Position Title: Senior. Safeguarding Officer ( Re-announced)
2267,Kabul City,National,Others,Full Time,Male,0.0,,Position Title: Islamic Finance Promoter (IFP) (Re Announced)
2268,Kabul City,National,Business,Full Time,Any,8.0,BA,"Position Title: Food Security, Livelihood & Resilience- Program Coordinator"
2269,Kabul City,National,IT,Full Time,Male,3.0,BA,Position Title:Dirctor of Information System
2270,Kabul City,National,Business,Full Time,Male,4.0,BA,Position Title: Finance Manager (Re Announced)
2271,Kabul City,National,Health,Full Time,Female,1.5,HS,Position Title: Community Health Supervisor
2272,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Human Resource Manager
2273,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Finance Coordinator
2274,Kabul City,National,Business,Full Time,Any,5.0,MA,Position Title: Deputy Logistic coordinator
2275,North-East Zone,National,Business,Full Time,Female,2.0,HS,Position Title: Surveyor
2276,Central Highlands,National,Business,Full Time,Male,2.5,BA,Position Title: Finance and Human Resources Assistant
2277,Kabul City,National,Business,Full Time,Any,1.0,BA,Position Title: Programme Policy Officer (Data Analyst CBT) - NOA- Kabul
2278,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: Programme Policy Officer (Field Support CBT) - NOB - Kabul
2279,North-Zone,National,Others,Full Time,Female,2.0,BA,Position Title: Data collection officer
2280,North-Zone,National,Health,Full Time,Female,3.0,BA,Position Title: PSCC In-Charge
2281,North-Zone,National,Health,Full Time,Female,2.5,BA,Position Title: Psychosocial Counsellor
2282,North-Zone,National,Others,Full Time,Female,1.0,SS,Position Title: Cleaner
2283,Kabul City,National,Health,Part Time,Male,4.0,MD,Position Title: Medical Coordinator
2284,Kabul City,National,Business,Full Time,Male,5.0,BA,Position Title: Chief Risk Officer (CRO) (Re Announced)
2285,West Zone,National,Business,Full Time,Any,5.0,BA,Position Title: Administrative and HR Manager (Re Announced)
2286,Kabul City,National,Business,Full Time,Male,5.0,BA,Position Title: Finance Manager (Re Announced) (Re Announced)
2287,Kabul City,National,Education,Full Time,Male,2.0,BA,Position Title: Meal Manager (Re Announced) (Re Announced)
2288,North-Zone,National,Education,Full Time,Male,10.0,BA,Position Title: Master Trainer (Re Announced) (Re Announced)
2289,West Zone,National,Business,Full Time,Any,2.0,BA,Position Title: Trainer/Moblizer
2290,East Zone,National,Business,Full Time,Any,2.0,BA,Position Title: Health Officer
2291,West Zone,National,Education,Full Time,Male,4.0,BA,Position Title: Community Mobilizer
2292,North-Zone,National,Others,Full Time,Any,4.0,BA,Position Title: Coordinator Sales
2293,South Zone,National,Engineering,Full Time,Male,5.0,BA,Position Title: Senior Engineer
2294,Kabul Zone,National,Business,Full Time,Any,5.0,BA,Position Title: Human Resource Manager
2295,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: Ticketing & Facility Officer
2296,West Zone,National,Business,Full Time,Any,2.0,BA,Position Title: Finance Officer/Cashier
2297,South Zone,National,Health,Full Time,Female,3.0,BA,Position Title: IMNCI Nurse (Female Applicants Only)
2298,Kabul City,National,Health,Full Time,Female,4.0,MD,Position Title: Youth Health Line Counselor (Re Announced)
2299,East Zone,National,Business,Full Time,Male,3.0,BA,Position Title: Community Outreach and Risk Reduction Officer (Only Male)
2300,East Zone,National,Business,Full Time,Any,4.0,BA,Position Title: Field Site Manager
2301,Kabul City,National,Business,Full Time,Any,2.0,MA,Position Title: PME Manager
2302,Kabul City,National,Business,Full Time,Male,4.0,BA,Position Title: Client Coordinator for Products and Services
2303,North-Zone,National,Business,Full Time,Female,3.0,BA,Position Title: PSS Counselor (Psycho-Social Counselor)
2304,Central Highlands,National,Health,Full Time,Any,3.5,BA,Position Title: Project Monitoring Officer
2305,Kabul City,National,Education,Full Time,Male,2.0,MA,Position Title: Lecturer
2306,Kabul City,National,Business,Full Time,Female,5.0,BA,Position Title: Monitoring and Evaluation Coordinator ? Information Management
2307,North-Zone,National,Health,Full Time,Any,3.0,MD,Position Title: Doctor of Veterinary Medicine- DVM ( 4 Male & 3 Couple ) (Re Announced)
2308,North-Zone,National,Health,Full Time,Any,1.0,BA,Position Title: Psychosocial Counselor ))
2309,North-Zone,National,Health,Full Time,Any,1.0,BA,Position Title: HSC Vaccinator
2310,North-Zone,National,Health,Full Time,Female,1.0,BA,Position Title: HSC Midwifery
2311,Kabul City,National,Engineering,Full Time,Male,7.0,BA,Position Title: Construction Project Manager
2312,East Zone,National,Engineering,Full Time,Male,3.0,BA,Position Title: Site Engineer ? Building Construction
2313,Kabul City,National,Business,Full Time,Any,2.5,BA,Position Title: Finance Officer
2314,East Zone,National,Health,Full Time,Male,6.0,,Position Title: Provincial Project Officer
2315,Kabul City,National,Business,Full Time,Any,4.0,MA,Position Title: Sales Trainer (Re Announced)
2316,South Zone,National,Health,Full Time,Female,2.0,BA,Position Title: Pharmacist
2317,East Zone,National,Health,Full Time,Male,3.0,MD,Position Title: Malaria Case Management Provincial Focal Point
2318,North-Zone,National,Business,Full Time,Any,1.5,BA,Position Title: Entrepreneurship Assistant
2319,East Zone,National,Business,Full Time,Male,5.0,BA,Position Title: District Communication Officer (DCO) - Zurmat
2320,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Head of Production
2321,East Zone,National,Business,Full Time,Male,5.0,BA,Position Title: District Communication Officer (DCO) - Janikhel
2322,North-Zone,National,Engineering,Full Time,Any,8.0,BA,Position Title: Regional Manager
2323,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: National Consultant (Livelihood Diversification Training)
2324,Kabul City,National,Agriculture,Full Time,Any,3.0,BA,Position Title: National Consultant (Agricultural Value Chain Skills Manual Development)
2325,East Zone,National,Business,Full Time,Any,3.0,MD,Position Title: Deputy Project Manager
2326,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Technical Vocational and Education Training Advisor
2327,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Micro Small and Medium Enterprises Advisor
2328,Kabul Zone,National,Engineering,Full Time,Any,2.0,BA,Position Title: Site Engineer
2329,North-Zone,National,Business,Full Time,Male,3.0,BA,Position Title: Admin/Finance Officer
2330,East Zone,National,Engineering,Full Time,Any,2.0,BA,Position Title: Site Engineer
2331,Kabul City,National,Business,Full Time,Any,0.0,HS,Position Title: Enumerator
2332,Kabul City,National,Others,Full Time,Any,5.0,MA,Position Title: 072- Member of Board of Supervisors (Audit Committee)
2333,Kabul Zone,National,Business,Full Time,Any,0.0,HS,Position Title: Enumerator
2334,East Zone,National,Business,Full Time,Any,0.0,HS,Position Title: Enumerator
2335,West Zone,National,Business,Full Time,Any,5.0,BA,Position Title: Project Manager
2336,Central Highlands,National,Business,Full Time,Any,2.0,HS,Position Title: Enumerator
2337,East Zone,National,Business,Full Time,Any,2.0,HS,Position Title: Enumerator
2338,North-East Zone,National,Others,Full Time,Male,6.0,BA,Position Title: Senior Construction Manager
2339,West Zone,National,Business,Full Time,Female,3.0,BA,Position Title: Business Development Consultant
2340,South Zone,National,Health,Full Time,Any,1.0,BA,Position Title: CFS Animator
2341,South Zone,National,Health,Full Time,Any,1.0,BA,Position Title: CFS Facilitator
2342,Kabul City,National,Others,Full Time,Any,7.0,MA,Position Title: Senior Compliance Officer
2343,North-Zone,National,Business,Full Time,Any,2.0,HS,Position Title: Driver
2344,South Zone,National,Health,Full Time,Any,2.5,BA,Position Title: CFS Supervisor
2345,Kabul City,National,Others,Full Time,Any,5.0,BA,Position Title: Security Officer (SO)
2346,Kabul City,National,Health,Full Time,Male,0.0,,Position Title: Program Manager
2347,South Zone,National,Health,Full Time,Male,2.0,BA,Position Title: Medical Doctor
2348,South Zone,National,Education,Full Time,Male,1.0,HS,Position Title: Social worker/Community Mobilizer
2349,East Zone,National,Health,Full Time,Any,1.0,HS,Position Title: MHT Community Organizer
2350,Kabul City,National,Health,Full Time,Any,3.0,BA,Position Title: Health Education Supervisor
2351,Kabul Zone,National,Health,Full Time,Any,0.0,MD,Position Title: Medical Supervisor
2352,Kabul Zone,National,Others,Full Time,Any,4.0,HS,Position Title: Driver
2353,West Zone,National,Business,Full Time,Female,3.0,BA,Position Title: Finance and HR Officer (Remote Work) (Re Announced)
2354,East Zone,National,Business,Full Time,Female,2.0,BA,Position Title: Female Cleaner-Nangarhar
2355,West Zone,National,Health,Part Time,Female,5.0,MD,Position Title: Female Pediatrician
2356,Kabul City,National,Business,Full Time,Any,3.0,BA,"Position Title: Budget Officer, Planning & Budgeting"
2357,Kabul City,National,Business,Full Time,Any,4.0,MA,"Position Title: Assistant Manager, Finance"
2358,West Zone,National,Health,Full Time,Any,2.0,BA,Position Title: X-Ray Technician (Re Announced)
2359,Central Highlands,National,Health,Full Time,Female,2.5,BA,Position Title: Psychosocial Counsellor (BMN)
2360,Kabul City,Any,Business,Full Time,Any,5.0,MA,Position Title: MEAL Coordinator
2361,Kabul City,National,Business,Full Time,Any,2.0,BA,Position Title: Researcher Consultant- Remote Afghanistan/Pakistan
2362,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Operation Manager
2363,West Zone,National,Business,Full Time,Any,2.0,HS,Position Title: SCOPE Date Entery(Daily Labor Contract)
2364,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Finance Senior Officer
2365,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Procurement Senior Officer
2366,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Cleaner
2367,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Cook
2368,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Office Guard
2369,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: HR Senior Officer
2370,Kabul City,National,Health,Full Time,Any,0.0,,Position Title: Admin Senior Officer
2371,Kabul City,National,Health,Full Time,Female,0.0,,Position Title: PSEA and Gender focal Point
2372,Kabul City,National,Business,Full Time,Male,5.5,MA,Position Title: Internel Audit Manager
2373,East Zone,National,Business,Full Time,Any,2.5,BA,Position Title: M&E Officer
2374,West Zone,National,Education,Full Time,Any,2.0,BA,Position Title: MEAL Assistant (Locally Recruitment)
2375,East Zone,National,Business,Full Time,Any,3.0,BA,Position Title: Community Mobilizer
2376,Kabul City,National,Business,Full Time,Any,5.0,BA,Position Title: Internal Auditor (Re Announced)
2377,North-Zone,National,Health,Full Time,Any,10.0,MD,Position Title: Project Manager
2378,North-East Zone,National,Health,Full Time,Any,0.0,BA,Position Title: Prosthetics and Orthotics (P&O) Technician
2379,Kabul City,Any,Health,Full Time,Any,2.0,MA,Position Title: Senior Instructor in Critical Care Nursing
2380,North-East Zone,National,Health,Full Time,Any,1.0,BA,Position Title: Prosthetics and Orthotics (P&O) Technician Assistant
2381,North-East Zone,National,Health,Full Time,Any,0.0,BA,Position Title: Physiotherapist
2382,North-Zone,National,Business,Full Time,Any,3.0,MA,Position Title: Consultancy
2383,North-Zone,National,Health,Full Time,Any,2.0,BA,Position Title: Vaccinator
2384,Kabul Zone,National,Education,Full Time,Female,3.5,BA,Position Title: Master Trainer- (Only Female)
2385,East Zone,National,Education,Full Time,Male,3.5,BA,Position Title: District Manager (only Male) Rodat District Jalalabad
2386,North-Zone,National,Education,Full Time,Female,2.5,BA,Position Title: District Manager (only Female) Dehdadi Balkh
2387,Kabul City,National,Business,Full Time,Any,3.5,BA,Position Title: Senior Youth Educator Officer
2388,Kabul City,National,Others,Full Time,Female,2.0,BA,Position Title: Female Nutrition Officer
2389,North-Zone,National,Business,Full Time,Any,2.0,BA,Position Title: District Coordinators
2390,North-Zone,National,Business,Full Time,Any,2.0,BA,Position Title: Field Assessors / Food Distributors
2391,North-Zone,National,Business,Full Time,Any,2.0,BA,Position Title: M&E Officer
2392,North-Zone,National,Business,Full Time,Male,2.0,BA,Position Title: Admin/Finance Officer
2393,North-Zone,National,Business,Full Time,Male,2.0,BA,Position Title: Logistic Officer
2394,North-Zone,National,Security,Full Time,Male,2.0,HS,Position Title: Guard/ Cleaner
2395,West Zone,National,Health,Full Time,Any,4.0,BA,"Position Title: Environmental, Social Health, & Safety (ESHS) Officer (Re Announced)"
2396,South Zone,National,Agriculture,Full Time,Any,3.0,BA,"Position Title: Livestock Officer (DVM Only), (Male & Female, Couple) (Re Announced)"
2397,South Zone,National,Agriculture,Full Time,Any,3.0,BA,Position Title: Doctor of Veterinary Medicine- DVM ( 4 Male & 3 Couple ) (Re Announced)
2398,Kabul City,National,Business,Full Time,Male,3.0,BA,Position Title: Technical Analyst (Compliance Tools) Officer
2399,Kabul City,National,Business,Full Time,Male,3.0,BA,Position Title: Writer/Producer
2400,Kabul City,National,Business,Full Time,Female,2.0,HS,Position Title: Disability Ambassador for awareness raising on disability
2401,Kabul City,National,Business,Full Time,Any,3.0,BA,Position Title: Shelter and Infrastructure Specialist
2402,Kabul City,National,Business,Full Time,Any,2.0,HS,Position Title: Senior Protection Assistant/Call Operator (Maternity Leave Replacement)
2403,East Zone,National,Business,Full Time,Female,3.0,BA,Position Title: HR Officer (Only Female)
2404,North-Zone,National,Business,Full Time,Male,3.0,BA,Position Title: Project Officer
2405,Kabul City,National,Education,Full Time,Female,2.0,BA,Position Title: Assistant Psychologist/Family Counselor
